Name_sequence	Genome_length	Virus_name	Complete_segment_name
NC_023601	97906	Pseudomonas phage phiPsa374	Pseudomonas phage phiPsa374, complete genome
NC_035115	9126	Apis dicistrovirus	Apis dicistrovirus, complete genome
NC_035117	167212	Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota	Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota, complete genome
NC_035118	10646	Karumba virus	Karumba virus, complete genome
NC_035127	13766	Olivier\'s shrew virus 1	Olivier\'s shrew virus 1, complete genome
NC_035132	11503	Culex rhabdo-like virus	Culex rhabdo-like virus, complete genome
NC_032267	1090	Hubei lepidoptera virus 3	Hubei lepidoptera virus 3, segment 9
NC_032258	3695	Hubei lepidoptera virus 3	Hubei lepidoptera virus 3, segment 1
NC_035129	9176	Culex negev-like virus 3	Culex negev-like virus 3, complete genome
NC_035123	9324	Culex negev-like virus 2	Culex negev-like virus 2, complete genome
NC_035124	10867	Culex negev-like virus 1	Culex negev-like virus 1, complete genome
NC_035133	13297	Culex mononega-like virus 2	Culex mononega-like virus 2, complete genome
NC_035128	11470	Aedes camptorhynchus negev-like virus	Aedes camptorhynchus negev-like virus, complete genome
NC_035134	9969	Cucurbit vein banding virus	Cucurbit vein banding virus, complete genome
NC_023628	9687	Narcissus late season yellows virus	Narcissus late season yellows virus, complete genome
NC_035432	12614	Linda virus	Linda virus, complete genome
NC_023627	10929	Laodelphax striatella honeydew virus 1	Laodelphax striatella honeydew virus 1, complete genome
NC_035460	176688	Eptesipox virus	Eptesipox virus, complete genome
NC_023600	71058	Mycobacterium phage Jolie1	Mycobacterium phage Jolie1, complete genome
NC_023603	71565	Mycobacterium phage 39HC	Mycobacterium phage 39HC, complete genome
NC_023607	53396	Mycobacterium phage 40AC	Mycobacterium phage 40AC, complete genome
NC_023612	39078	Geobacillus phage GBK2	Geobacillus phage GBK2, complete genome
NC_023605	41529	Vibrio phage PVA1	Vibrio phage PVA1, complete genome
NC_023604	44306	Mycobacterium phage Jolie2	Mycobacterium phage Jolie2, complete genome
NC_032260	2752	Hubei lepidoptera virus 3	Hubei lepidoptera virus 3, segment 5
NC_032262	1255	Hubei lepidoptera virus 3	Hubei lepidoptera virus 3, segment 8
NC_032256	1254	Hubei lepidoptera virus 1	Hubei lepidoptera virus 1, segment Seg 3
NC_023609	46739	Mycobacterium phage RhynO	Mycobacterium phage RhynO, complete genome
NC_023561	173276	Enterobacter phage PG7	Enterobacter phage PG7, complete genome
NC_023602	50781	Mycobacterium phage 32HC	Mycobacterium phage 32HC, complete genome
NC_035182	8612	Pansavirus 2	Pansavirus 2, complete genome
NC_035183	8703	Pansavirus 1	Pansavirus 1, complete genome
NC_035198	8080	Aimelvirus 2	Aimelvirus 2, complete genome
NC_035203	8701	Grapevine virus T	Grapevine virus T, complete genome
NC_035187	10026	Mac Peak virus	Mac Peak virus, complete genome
NC_035207	35030	Squirrel adenovirus 1	Squirrel adenovirus 1, complete genome
NC_035188	127941	Seal parapoxvirus	Seal parapoxvirus, complete genome
NC_035191	25995	Wencheng Sm shrew coronavirus	Wencheng Sm shrew coronavirus, complete genome
NC_035184	9691	Big Sioux River virus	Big Sioux River virus, complete genome
NC_023566	56024	Rhizobium phage vB_RglS_P106B	Rhizobium phage vB_RglS_P106B, complete genome
NC_032257	5114	Hubei lepidoptera virus 1	Hubei lepidoptera virus 1, segment Seg 2
NC_023557	271084	Erwinia phage Ea35-70	Erwinia phage Ea35-70, complete genome
NC_023597	53124	Mycobacterium phage 20ES	Mycobacterium phage 20ES, complete genome
NC_023614	43153	Croceibacter phage P2559Y	Croceibacter phage P2559Y, complete genome
NC_023552	47162	Mycobacterium phage Donovan	Mycobacterium phage Donovan, complete genome
NC_023606	52963	Mycobacterium phage CRB1	Mycobacterium phage CRB1, complete genome
NC_023599	38772	Bacillus phage phiCM3	Bacillus phage phiCM3, complete genome
NC_023562	51236	Mycobacterium phage BellusTerra	Mycobacterium phage BellusTerra, complete genome
NC_023594	54791	Shewanella phage Spp001	Shewanella phage Spp001, complete genome
NC_023555	43017	Edwardsiella phage eiAU-183	Edwardsiella phage eiAU-183, complete genome
NC_023565	51250	Mycobacterium phage Nyxis	Mycobacterium phage Nyxis, complete genome
NC_023590	43050	Acinetobacter phage IME_AB3	Acinetobacter phage IME_AB3, complete genome
NC_023578	69099	Mycobacterium phage Oaker	Mycobacterium phage Oaker, complete genome
NC_023553	53159	Mycobacterium phage Echild	Mycobacterium phage Echild, complete genome
NC_023551	40692	Enterococcus phage IME-EF4	Enterococcus phage IME-EF4, complete genome
NC_032282	7545	Hubei lepidoptera virus 1	Hubei lepidoptera virus 1, segment Seg 1
NC_032276	6974	Hubei diptera virus 5	Hubei diptera virus 5, segment Seg 1
NC_023580	57775	Mycobacterium phage Saal	Mycobacterium phage Saal, complete genome
NC_023593	76184	Escherichia phage KBNP1711	Escherichia phage KBNP1711, complete genome
NC_032281	1579	Hubei diptera virus 5	Hubei diptera virus 5, segment Seg 3
NC_032277	4318	Hubei diptera virus 5	Hubei diptera virus 5, segment Seg 2
NC_023550	17869	Staphylococcus phage GRCS	Staphylococcus phage GRCS, complete genome
NC_023567	43766	Klebsiella phage F19	Klebsiella phage F19, complete genome
NC_023582	92417	Staphylococcus phage vB_SepS_SEP9	Staphylococcus phage vB_SepS_SEP9, complete genome
NC_023572	42240	Mycobacterium phage MichelleMyBell	Mycobacterium phage MichelleMyBell, complete genome
NC_023549	56789	Clavibacter phage CN1A	Clavibacter phage CN1A, complete genome
NC_023554	70841	Mycobacterium phage JAMaL	Mycobacterium phage JAMaL, complete genome
NC_023589	71629	Shigella phage pSb-1	Shigella phage pSb-1, complete genome
NC_023579	75568	Erwinia phage Ea9-2	Erwinia phage Ea9-2, complete genome
NC_032278	4186	Hubei diptera virus 4	Hubei diptera virus 4, segment Seg 2
NC_032279	1236	Hubei diptera virus 4	Hubei diptera virus 4, segment Seg 3
NC_023564	52974	Mycobacterium phage EagleEye	Mycobacterium phage EagleEye, complete genome
NC_023574	128546	Lactococcus phage phiL47	Lactococcus phage phiL47, complete genome
NC_023569	77837	Vibrio phage SHOU24	Vibrio phage SHOU24, complete genome
NC_023584	170438	Synechococcus phage S-MbCM100	Synechococcus phage S-MbCM100, complete genome
NC_023556	72329	Achromobacter phage JWAlpha	Achromobacter phage JWAlpha, complete genome
NC_023577	51797	Mycobacterium phage Obama12	Mycobacterium phage Obama12, complete genome
NC_023587	189311	Synechococcus phage ACG-2014h	Synechococcus phage ACG-2014h, complete genome
NC_023581	77792	Acinetobacter phage Presley	Acinetobacter phage Presley, complete genome
NC_023563	68262	Mycobacterium phage Suffolk	Mycobacterium phage Suffolk, complete genome
NC_023570	40739	Acinetobacter phage Petty	Acinetobacter phage Petty, complete genome
NC_023591	95705	Mycobacterium phage Adler	Mycobacterium phage Adler, complete genome
NC_032280	6947	Hubei diptera virus 4	Hubei diptera virus 4, segment Seg 1
NC_023588	33525	Stenotrophomonas phage Smp131	Stenotrophomonas phage Smp131, complete genome
NC_023637	9840	Posavirus 1	Posavirus 1, complete genome
NC_032203	6784	Hubei astro-like virus	Hubei astro-like virus, complete genome
NC_023638	10220	Posavirus 2	Posavirus 2, complete genome
NC_023641	15088	Lagenaria siceraria endornavirus-California	Lagenaria siceraria endornavirus-California, complete genome
NC_035450	11851	Lasius neglectus virus 1	Lasius neglectus virus 1, complete genome
NC_032230	3639	Changjiang tombus-like virus 15	Changjiang tombus-like virus 15, complete genome
NC_032269	1464	Hubei tetragnatha maxillosa virus 6	Hubei tetragnatha maxillosa virus 6, segment 2
NC_023676	9501	Spodoptera exigua iflavirus 2	Spodoptera exigua iflavirus 2, complete genome
NC_023677	153158	Chimpanzee herpesvirus strain 105640	Chimpanzee herpesvirus strain 105640, complete genome
NC_023681	152710	Mamestra brassicae multiple nucleopolyhedrovirus	Mamestra brassicae multiple nucleopolyhedrovirus, complete genome
NC_023734	35725	Psychrobacter phage Psymv2	Psychrobacter phage Psymv2, complete genome
NC_023736	40411	Ralstonia phage RSB2	Ralstonia phage RSB2, complete genome
NC_023700	34553	Pseudomonas virus PA1KOR	Pseudomonas virus PA1KOR, complete genome
NC_023743	47180	Escherichia phage EB49	Escherichia phage EB49, complete genome
NC_035470	10187	Abisko virus	Abisko virus, complete genome
NC_035469	200223	NY_014 poxvirus	NY_014 poxvirus, complete genome
NC_035468	204055	Murmansk poxvirus	Murmansk poxvirus, complete genome
NC_035478	8218	Sus scrofa papillomavirus 2	Sus scrofa papillomavirus 2, complete genome
NC_035453	18848	Actinidia virus 1	Actinidia virus 1, complete genome
NC_035464	9780	Metallosphaera turreted icosahedral virus	Metallosphaera turreted icosahedral virus, complete genome
NC_032271	5776	Soybean latent spherical virus	Soybean latent spherical virus, segment RA22
NC_035456	11092	Lasius niger virus 1	Lasius niger virus 1, complete genome
NC_035457	11900	Myrmica scabrinodis virus 1	Myrmica scabrinodis virus 1, complete genome
NC_035455	12102	Solenopsis invicta virus 4	Solenopsis invicta virus 4, complete genome
NC_035458	10152	Wild melon vein banding virus	Wild melon vein banding virus, complete genome
NC_035459	10232	Sudan watermelon mosaic virus	Sudan watermelon mosaic virus, complete genome
NC_035465	32399	Morelia viridis nidovirus	Morelia viridis nidovirus, complete genome
NC_035461	9426	Reed chlorotic stripe virus	Reed chlorotic stripe virus, complete genome
NC_035483	8873	Tomato chlorotic spot virus	Tomato chlorotic spot virus, segment L
NC_035620	304	Lychee viroid-like RNA	Lychee viroid-like RNA, complete genome
NC_032268	3176	Hubei tetragnatha maxillosa virus 6	Hubei tetragnatha maxillosa virus 6, segment 1
NC_032184	2782	Hubei sobemo-like virus 9	Hubei sobemo-like virus 9, complete genome
NC_035619	30620	Odocoileus adenovirus 1	Odocoileus adenovirus 1, complete genome
NC_023695	52481	Mycobacterium phage Violet	Mycobacterium phage Violet, complete genome
NC_023732	69279	Mycobacterium virus Rumpelstiltskin	Mycobacterium virus Rumpelstiltskin, complete genome
NC_023719	497513	Bacillus virus G	Bacillus virus G, complete genome
NC_023730	42594	Mycobacterium phage Redi	Mycobacterium phage Redi, complete genome
NC_023747	59672	Mycobacterium phage BarrelRoll	Mycobacterium phage BarrelRoll, complete genome
NC_023737	155586	Mycobacterium phage Pleione	Mycobacterium phage Pleione, complete genome
NC_023708	51083	Mycobacterium phage Dreamboat	Mycobacterium phage Dreamboat, complete genome
NC_032236	2721	Hubei sobemo-like virus 8	Hubei sobemo-like virus 8, complete genome
NC_032196	2662	Hubei sobemo-like virus 7	Hubei sobemo-like virus 7, complete genome
NC_023692	48984	Mycobacterium phage BigNuz	Mycobacterium phage BigNuz, complete genome
NC_023705	41650	Mycobacterium virus Liefie	Mycobacterium virus Liefie, complete genome
NC_023691	70506	Mycobacterium phage Patience	Mycobacterium phage Patience, complete genome
NC_023718	26499	Pseudomonas phage phiPto-bp6g	Pseudomonas phage phiPto-bp6g, complete genome
NC_023720	53142	Mycobacterium virus Perseus	Mycobacterium virus Perseus, complete genome
NC_023721	54411	Mycobacterium virus Drago	Mycobacterium virus Drago, complete genome
NC_023714	153882	Mycobacterium phage LinStu	Mycobacterium phage LinStu, complete genome
NC_023696	157568	Mycobacterium phage Dandelion	Mycobacterium phage Dandelion, complete genome
NC_023707	53169	Mycobacterium phage Turbido	Mycobacterium phage Turbido, complete genome
NC_023709	51308	Mycobacterium phage Wile	Mycobacterium phage Wile, complete genome
NC_023710	50844	Mycobacterium phage RidgeCB	Mycobacterium phage RidgeCB, complete genome
NC_032190	2892	Hubei sobemo-like virus 6	Hubei sobemo-like virus 6, complete genome
NC_032233	2767	Hubei sobemo-like virus 49	Hubei sobemo-like virus 49, complete genome
NC_023731	53526	Mycobacterium phage Trixie	Mycobacterium phage Trixie, complete genome
NC_023689	76260	Mycobacterium phage Lilac	Mycobacterium phage Lilac, complete genome
NC_023724	62991	Mycobacterium virus Larva	Mycobacterium virus Larva, complete genome
NC_023746	57387	Mycobacterium virus Gumbie	Mycobacterium virus Gumbie, complete genome
NC_023698	54470	Mycobacterium virus Avani	Mycobacterium virus Avani, complete genome
NC_023711	68720	Mycobacterium phage Oline	Mycobacterium phage Oline, complete genome
NC_023726	53597	Mycobacterium virus Euphoria	Mycobacterium virus Euphoria, complete genome
NC_023729	43036	Mycobacterium phage Charlie	Mycobacterium phage Charlie, complete genome
NC_023680	13023	Fusarium graminearum hypovirus 1	Fusarium graminearum hypovirus 1, complete genome
NC_023704	51421	Mycobacterium virus Doom	Mycobacterium virus Doom, complete genome
NC_032197	3250	Hubei sobemo-like virus 5	Hubei sobemo-like virus 5, complete genome
NC_032232	2654	Hubei sobemo-like virus 48	Hubei sobemo-like virus 48, segment 1
NC_023741	69641	Mycobacterium phage Stinger	Mycobacterium phage Stinger, complete genome
NC_023706	75772	Rhodococcus phage ReqiDocB7	Rhodococcus phage ReqiDocB7, complete genome
NC_023748	53137	Mycobacterium phage SkiPole	Mycobacterium phage SkiPole, complete genome
NC_023738	106327	Mycobacterium phage Thibault	Mycobacterium phage Thibault, complete genome
NC_023722	59231	Rhodococcus phage ReqiPine5	Rhodococcus phage ReqiPine5, complete genome
NC_023688	222006	Aeromonas phage PX29	Aeromonas phage PX29, complete genome
NC_023744	60588	Mycobacterium phage DS6A	Mycobacterium phage DS6A, complete genome
NC_023723	53684	Mycobacterium phage Aeneas	Mycobacterium phage Aeneas, complete genome
NC_032191	2721	Hubei sobemo-like virus 47	Hubei sobemo-like virus 47, complete genome
NC_032195	2642	Hubei sobemo-like virus 46	Hubei sobemo-like virus 46, complete genome
NC_023735	76797	Rhodococcus phage ReqiPepy6	Rhodococcus phage ReqiPepy6, complete genome
NC_023694	78064	Rhodococcus phage ReqiPoco6	Rhodococcus phage ReqiPoco6, complete genome
NC_023699	59016	Mycobacterium virus SG4	Mycobacterium virus SG4, complete genome
NC_023740	68311	Mycobacterium phage JacAttac	Mycobacterium phage JacAttac, complete genome
NC_023712	71341	Mycobacterium virus Firecracker	Mycobacterium virus Firecracker, complete genome
NC_023717	151924	Cronobacter phage CR9	Cronobacter phage CR9, complete genome
NC_023713	52288	Mycobacterium phage Blue7	Mycobacterium phage Blue7, complete genome
NC_023702	52379	Mycobacterium virus Kugel	Mycobacterium virus Kugel, complete genome
NC_023703	64613	Mycobacterium phage Dori	Mycobacterium phage Dori, complete genome
NC_023686	67949	Mycobacterium phage Gadjet	Mycobacterium phage Gadjet, complete genome
NC_023727	68494	Mycobacterium phage Vista	Mycobacterium phage Vista, complete genome
NC_023728	56461	Mycobacterium virus Deadp	Mycobacterium virus Deadp, complete genome
NC_032238	2748	Hubei sobemo-like virus 45	Hubei sobemo-like virus 45, complete genome
NC_032213	2718	Hubei sobemo-like virus 44	Hubei sobemo-like virus 44, complete genome
NC_023697	48420	Mycobacterium virus Babsiella	Mycobacterium virus Babsiella, complete genome
NC_023716	53177	Mycobacterium virus Alma	Mycobacterium virus Alma, complete genome
NC_023687	53003	Mycobacterium virus Bruns	Mycobacterium virus Bruns, complete genome
NC_023690	110569	Mycobacterium virus Courthouse	Mycobacterium virus Courthouse, complete genome
NC_023742	68711	Mycobacterium phage Akoma	Mycobacterium phage Akoma, complete genome
NC_023739	51821	Mycobacterium virus Billknuckles	Mycobacterium virus Billknuckles, complete genome
NC_023715	38616	Yersinia phage Yep-phi	Yersinia phage Yep-phi, complete genome
NC_023733	154573	Mycobacterium phage MoMoMixon	Mycobacterium phage MoMoMixon, complete genome
NC_023701	69864	Mycobacterium virus Acadian	Mycobacterium virus Acadian, complete genome
NC_023725	156646	Mycobacterium phage Nappy	Mycobacterium phage Nappy, complete genome
NC_023760	28941	Mink coronavirus strain WD1127	Mink coronavirus strain WD1127, complete genome
NC_032173	2645	Hubei sobemo-like virus 43	Hubei sobemo-like virus 43, complete genome
NC_032243	2791	Hubei sobemo-like virus 42	Hubei sobemo-like virus 42, complete genome
NC_035798	8681	Tioga picorna-like virus 1	Tioga picorna-like virus 1, complete genome
NC_035797	142974	Squirrelpox virus Berlin_2015	Squirrelpox virus Berlin_2015, complete genome
NC_031916	8916	Hepacivirus L	Hepacivirus L, complete genome
NC_031947	9224	Bat hepacivirus	Bat hepacivirus, complete genome
NC_035889	10808	Zika virus strain Natal RGN	Zika virus strain Natal RGN, complete genome
NC_028247	90000	Citrobacter phage Michonne	Citrobacter phage Michonne, complete genome
NC_017974	149273	Cronobacter phage CR3	Cronobacter phage CR3, complete genome
NC_003158	16341	Natrinema virus SNJ1	Natrinema virus SNJ1, complete genome
NC_036390	12426	Maize Iranian mosaic nucleorhabdovirus	Maize Iranian mosaic nucleorhabdovirus, complete genome
NC_018713	12292	Pestivirus strain Aydin/04-TR	Pestivirus strain Aydin/04-TR, complete genome
NC_018860	156176	Bacillus phage BCP78	Bacillus phage BCP78, complete genome
